Index,country,year,rgdpe,rgdpo,emp,avh,hc,labor_stock,rnna,delta,capital_stock,Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Rule of law,Tax Burden,Government Spending,Fiscal Health,Government size,Business Freedom,Labor Freedom,Monetary Freedom,Regulatory efficiency,Trade Freedom,Investment Freedom,Financial Freedom,Market openness,Year,Countries,Economic Freedom Summary Index,1  Size of Government,2  Legal System & Property Rights -- With Gender Adjustment,2 Legal System & Property Rights - No Gender Adjustment,3  Sound Money,4  Freedom to trade internationally,5  Regulation
148,Estonia,2008,34698.3125,33808.23046875,0.65851134061813,1967.76981778539,3.43422651290894,4450.06639083563,153469.21875,0.04599623754621,146410.212108344,Estonia,2008,77.90165933,90,,67,78.5,85.9791,61.9792,,73.97915,85.31895745,50.7,82.02652848,72.6818286433333,86,90,80,85.3333333333333,2008,Estonia,7.94,6.62,7.29,7.74,9.08,8.93,7.81
149,Estonia,2009,31391.69921875,30109.826171875,0.59073710441589,1832.14013180715,3.4533679485321,3737.62556440649,155004.390625,0.04547790437937,147955.115769774,Estonia,2009,76.37038041,90,,65,77.5,81.5079,67.33,,74.41895,75.86272917,48.5,79.70072654,68.0211519033333,85.8,90,80,85.2666666666667,2009,Estonia,7.98,5.9,7.7,7.7,9.51,8.9,7.87
150,Estonia,2010,33060.0703125,31773.455078125,0.56112116575241,1874.70169677066,3.47261595726013,3652.96557779026,156427.8125,0.04455536976457,149458.1134726,Estonia,2010,74.7,80,,66,73,80.2,62.2,,71.2,83.1,47,71.1,67.0666666666667,87.5,90,80,85.8333333333333,2010,Estonia,8.13,6.44,7.77,7.77,9.43,8.88,8.14
151,Estonia,2011,36962.33984375,35455.7734375,0.5977149605751,1918.86301369863,3.49236178398132,4005.50543402629,160791.640625,0.0444406196475,153645.960481486,Estonia,2011,75.2,80,,66,73,80.7,52.2,,66.45,80.9,55.8,78.7,71.8,87.6,90,80,85.8666666666667,2011,Estonia,8.06,6.62,7.77,7.77,8.94,8.77,8.2
152,Estonia,2012,38654.671875,37414.0078125,0.60752707719803,1885.68660488627,3.51235342025757,4023.77199883357,166207.765625,0.04509907588363,158711.94899063,Estonia,2012,73.2,80,,65,72.5,79.1,38.8,,58.95,75.7,56.9,79.3,70.6333333333333,87.1,90,80,85.7,2012,Estonia,7.99,6.45,7.75,7.75,8.84,8.68,8.25
153,Estonia,2013,39013.62109375,37724.66796875,0.61538362503052,1865.8429023132,3.53259372711182,4056.15650769083,171385.265625,0.04578677937388,163538.086279894,Estonia,2013,75.3,85,,64,74.5,79.7,56.2,,67.95,78.2,56,77.1,70.4333333333333,86.8,90,80,85.6,2013,Estonia,8.03,6.67,7.76,7.76,8.76,8.61,8.34
154,Estonia,2014,40133.91796875,38474.625,0.620032787323,1859.4318744839,3.55308723449707,4096.38528390283,175910.96875,0.04610348492861,167800.860053458,Estonia,2014,75.9,90,,64.2,77.1,80.4,56,,68.2,77.6,55.9,76.9,70.1333333333333,87.8,90,80,85.9333333333333,2014,Estonia,8.17,6.57,7.79,7.79,9.13,9.03,8.33
155,Estonia,2015,40839.21484375,37508.921875,0.6373587846756,1851.61663188313,3.57383751869202,4217.6433556138,179917.640625,0.04611395299435,171620.927002365,Estonia,2015,76.8,90,,68,79,80.6,53.2,,66.9,81.5,58.7,77.6,72.6,88,90,80,86,2015,Estonia,8.23,6.45,7.9,7.9,9.49,8.98,8.34
156,Estonia,2016,42521.7890625,38599.81640625,0.63959050178528,1855.19929566192,3.59484910964966,4265.53237344629,184361.03125,0.04601085931063,175878.421778794,Estonia,2016,77.2,90,,69,79.5,81.9,54.9,,68.4,79,57.2,82.2,72.8,88,90,80,86,2016,Estonia,8.19,6.51,7.85,7.85,9.33,8.89,8.36
157,Estonia,2017,45160.5546875,40876.81640625,0.65743106603622,1856.68277474669,3.61612558364868,4413.99091673086,189562.15625,0.0460939258337,180824.492278936,Estonia,2017,79.1,82.6,82.8,69.9,78.4333333333333,81.2,55.8,99.8,78.9333333333333,77,56.9,85.7,73.2,87,90,80,85.6666666666667,2017,Estonia,8.11,6.4,7.84,7.84,9.08,8.93,8.31
158,Estonia,2018,47044.890625,42704.83203125,0.66509199142456,1810.37875288684,3.63767147064209,4380.00530372281,194930.5,0.04643027856946,185879.822583316,Estonia,2018,78.8,80.4,83.9,75.7,80,80.7,52.6,99.8,77.7,75.6,54.8,85.1,71.8333333333333,86.9,90,80,85.6333333333333,2018,Estonia,8.16,6.5,7.85,7.85,9.26,8.91,8.29
159,Estonia,2019,49209.03125,44876.34765625,0.67297554016113,1797.21453550251,3.65949106216431,4426.08645664615,201492.765625,0.047003980726,192021.803553133,Estonia,2019,76.6,81.5,76,73.1,76.8666666666667,79.9,51.1,99.8,76.9333333333333,75.3,57.2,79.6,70.7,86,90,70,82,2019,Estonia,8.18,6.6,7.84,7.84,9.3,8.92,8.25
160,Finland,2000,186055.46875,186505.8125,2.30501818656921,1704.71345334377,3.13166737556458,12305.5597332715,852069.9375,0.03903185203671,818812.069774567,Finland,2000,64.3,90,,96,93,37.2,0,,18.6,70,,87.8,78.9,78,70,50,66,2000,Finland,8.3,5.3,9.03,9.03,9.55,9.33,8.31
161,Finland,2001,186969.140625,187857.640625,2.34111309051514,1689.91650610148,3.15149402618408,12468.2106054414,873878.875,0.03938386589289,839462.146580373,Finland,2001,69.7,90,,98,94,55.6,28,,41.8,70,,87.9,78.95,78,70,50,66,2001,Finland,8.26,5.32,9.02,9.02,9.62,9.22,8.09
162,Finland,2002,185306.3125,187059.53125,2.37020444869995,1682.49873117916,3.17144656181335,12647.3038435459,892966,0.03963539376855,857572.940968074,Finland,2002,73.6,90,,100,95,55.6,28,,41.8,85,,84.6,84.8,79.6,70,70,73.2,2002,Finland,8.23,5.2,8.97,8.97,9.63,9.24,8.09
163,Finland,2003,185790.8125,190640.140625,2.37640070915222,1676.4135021097,3.19152498245239,12714.4937216363,912896.125,0.03975956141949,876599.775448451,Finland,2003,73.7,90,,99,94.5,54.9,28,,41.45,85,,84.7,84.85,81.4,70,70,73.8,2003,Finland,8.23,5.13,9.01,9.01,9.63,9.24,8.14
164,Finland,2004,195382.90625,199610.734375,2.38887906074524,1677.69150052466,3.21173048019409,12871.9801502885,934747.5625,0.03988153114915,897468.398469565,Finland,2004,73.4,90,,97,93.5,57.5,25,,41.25,85,,86,85.5,79.8,70,70,73.2666666666667,2004,Finland,8.25,5.17,8.93,8.93,9.66,9.09,8.37
165,Finland,2005,202128.703125,213170.40625,2.4248161315918,1667.03873661582,3.23206400871277,13064.8508831816,957543.0625,0.04000101611018,919240.367030745,Finland,2005,71,90,,97,93.5,58,22.3,,40.15,85,49.9,88,74.3,80.2,70,70,73.4,2005,Finland,8.18,5.25,8.99,8.99,9.58,8.57,8.51
166,Finland,2006,211385.734375,217650.234375,2.46965169906616,1661.74322350268,3.25252652168274,13348.1313303265,980225.0625,0.04007641226053,940941.158787144,Finland,2006,72.9,90,,97,93.5,61.9,24.4,,43.15,95.4,47.4,90.8,77.8666666666667,82.4,70,70,74.1333333333333,2006,Finland,8.11,5.37,9,9,9.52,8.53,8.13
167,Finland,2007,230932.015625,236703.1875,2.52319550514221,1658.02532851642,3.27311825752258,13693.1624233043,1008114.4375,0.04019999504089,967588.242111847,Finland,2007,74,90,,96,93,63.1,23.5,,43.3,95.3,45.6,89.9,76.9333333333333,86.6,70,80,78.8666666666667,2007,Finland,8.14,5.55,9.02,9.02,9.51,8.5,8.1
168,Finland,2008,241510.046875,245778.21875,2.57803201675415,1653.79985243292,3.2938404083252,14043.4498765549,1034945.5,0.04041129350662,993122.013636142,Finland,2008,74.55060419,90,,96,93,64.2511,29.1412,,46.69615,95.24923896,46.4,88.45342391,76.7008876233333,86,70,80,78.6666666666667,2008,Finland,8.08,5.49,8.95,8.95,9.47,8.45,8.04
169,Finland,2009,228332.296875,225346.1875,2.51139402389526,1632.52051956331,3.31469392776489,13589.9211810655,1052343.25,0.04047600179911,1009748.60271972,Finland,2009,74.48957439,95,,94,94.5,64.3079,28.5568,,46.43235,95.06245891,44.8,87.41206555,75.75817482,85.8,70,80,78.6,2009,Finland,8.04,5.18,8.96,8.96,9.55,8.47,8.04
170,Finland,2010,234672.078125,233241.90625,2.49583029747009,1637.91237423338,3.33567929267883,13636.0945949985,1070677,0.04029471427202,1027534.37620737,Finland,2010,73.8,90,,90,90,65.4,32.9,,49.15,95,43.8,78.9,72.5666666666667,87.5,75,80,80.8333333333333,2010,Finland,8.13,5.26,8.96,8.96,9.62,8.48,8.34
171,Finland,2011,243427.859375,237577.96875,2.53533053398132,1630.3018346814,3.35402321815491,13863.3653555345,1090967,0.04000413790345,1047323.80568388,Finland,2011,74,90,,89,89.5,65.3,26.5,,45.9,95,41.4,80.7,72.3666666666667,87.6,85,80,84.2,2011,Finland,8.19,5.27,8.95,8.95,9.48,8.67,8.59
172,Finland,2012,240563.078125,235399.5625,2.55647730827332,1619.73318727749,3.37246775627136,13964.7520501834,1110666.375,0.03972164168954,1066548.88321563,Finland,2012,72.3,90,,92,91,65.4,5.2,,35.3,94.9,42.4,81.3,72.8666666666667,87.1,85,80,84.0333333333333,2012,Finland,8.14,5.14,8.95,8.95,9.44,8.59,8.56
173,Finland,2013,235942.046875,225320.1875,2.53670454025269,1612.17329601451,3.39101386070251,13867.9151058455,1127062.5,0.03939520195127,1082661.6452008,Finland,2013,74,90,,94,92,66.9,12.2,,39.55,94.8,45.3,79.5,73.2,86.8,90,80,85.6,2013,Finland,8.01,5.02,8.9,8.9,9.55,8.24,8.34
174,Finland,2014,232326.765625,224687.3125,2.52565336227417,1609.53399057687,3.40966200828552,13860.7020497867,1142203,0.03905111178756,1097598.70296292,Finland,2014,73.4,90,,93.4,91.7,65.1,8.9,,37,93.6,46.5,78.9,73,87.8,90,80,85.9333333333333,2014,Finland,8.07,5.04,8.88,8.88,9.54,8.53,8.38
175,Finland,2015,237412.921875,228346.40625,2.52453279495239,1607.1400269435,3.42841267585754,13910.022310209,1157447.5,0.03874018415809,1112607.77069668,Finland,2015,73.4,90,,89,89.5,66.4,3.6,,35,92.6,54.8,79.9,75.7666666666667,88,90,80,86,2015,Finland,8.03,4.84,8.9,8.9,9.6,8.47,8.35
176,Finland,2016,245351.484375,234079.3125,2.53631186485291,1606.30325023667,3.44726634025574,14044.459507967,1177994.875,0.03849412500858,1132648.99302228,Finland,2016,72.6,90,,89,89.5,66.5,0.8,,33.65,90.7,53.7,81.9,75.4333333333333,88,85,80,84.3333333333333,2016,Finland,8,4.89,8.85,8.85,9.36,8.52,8.39
177,Finland,2017,253666.09375,241547.703125,2.56326818466187,1600.32008743852,3.46622395515442,14218.6224688427,1201276.375,0.03834722936153,1155210.75432128,Finland,2017,74,90.6,82.7,90,87.7666666666667,66.6,0,77.3,47.9666666666667,90.2,53.4,85.1,76.2333333333333,87,85,80,84,2017,Finland,7.99,5,8.84,8.84,9.21,8.58,8.33
178,Finland,2018,258308.609375,244091.6875,2.62945699691772,1597.73047484864,3.48528575897217,14642.2555835193,1226581.5,0.03832013905048,1179578.72636325,Finland,2018,74.1,89,82.7,89.8,87.1666666666667,66.5,2.3,81.1,49.9666666666667,89.9,50.5,86,75.4666666666667,86.9,85,80,83.9666666666667,2018,Finland,8.04,5.11,8.81,8.81,9.36,8.56,8.35
179,Finland,2019,261017.34375,248551.546875,2.67370533943176,1590.69453809845,3.50445199012756,14904.6042095603,1250437.125,0.03834744915366,1202486.05092921,Finland,2019,74.9,89.6,81.2,92.5,87.7666666666667,66.8,7.2,86.4,53.4666666666667,89.4,50.3,84.8,74.8333333333333,86,85,80,83.6666666666667,2019,Finland,8.04,5.13,8.79,8.79,9.38,8.57,8.32
180,France,2000,2135621.25,2128715.25,25.6252250671387,1558.33880165612,2.89169573783875,115473.457022649,12052053,0.03277441114187,11657054.0598744,France,2000,57.4,70,,67,68.5,35.1,12.5,,23.8,70,,83.9,76.95,77.8,50,50,59.2666666666667,2000,France,7.67,4.69,6.89,7.33,9.59,9.34,7.83
181,France,2001,2198350.5,2185648.25,25.9742908477783,1537.95660377359,2.90776181221008,116157.326889608,12322481,0.03326420485973,11912583.4676358,France,2001,58,70,,66,68,33.9,18.9,,26.4,70,,85,77.5,78,50,50,59.3333333333333,2001,France,7.62,4.93,7.1,7.31,9.63,9.09,7.37
182,France,2002,2213269.5,2197271.75,26.1023044586182,1503.88673461568,2.92391729354858,114778.108504604,12568634,0.03364976868033,12145702.3732722,France,2002,58,70,,67,68.5,37.2,15.7,,26.45,70,,82.7,76.35,79.6,50,50,59.8666666666667,2002,France,7.7,5.02,7.16,7.38,9.61,9.39,7.35
183,France,2003,2144512.5,2144133.75,26.1241989135742,1507.25677073358,2.94016242027283,115771.469976351,12813933,0.03390509262681,12379475.4147213,France,2003,59.2,70,,67,68.5,41.3,15.7,,28.5,70,,87,78.5,81.4,50,50,60.4666666666667,2003,France,7.69,4.98,7.2,7.42,9.59,9.29,7.38
184,France,2004,2197558.25,2188098.25,26.1654033660889,1530.85601162924,2.95649790763855,118423.898579306,13072357,0.03412353247404,12626282.0013982,France,2004,60.9,70,,63,66.5,44.3,14.5,,29.4,70,,86.4,78.2,79.8,70,50,66.6,2004,France,7.73,4.91,7.28,7.5,9.61,9.26,7.58
185,France,2005,2312443,2372596.75,26.3345718383789,1532.07590897002,2.97292399406433,119947.265478245,13341555,0.03433751314878,12883439.1797623,France,2005,60.5,70,,69,69.5,44.8,10.9,,27.85,70,54.3,86,70.1,80.2,70,50,66.7333333333333,2005,France,7.7,5.12,7.38,7.6,9.58,8.8,7.6
186,France,2006,2413424.25,2432615.5,26.6095867156982,1515.01120006013,2.98944115638733,120515.798368857,13627169,0.034548163414,13156375.3385178,France,2006,61.1,70,,71,70.5,46.6,11.2,,28.9,88,56.5,85.6,76.7,82.4,50,50,60.8,2006,France,7.67,5.18,7.52,7.74,9.51,8.81,7.32
187,France,2007,2537276,2546277.75,26.99143409729,1536.81550088915,3.00605034828186,124693.536551446,13941623,0.0347957611084,13456513.6166286,France,2007,62.1,70,,75,72.5,46.3,13.5,,29.9,87.2,56.1,81,74.7666666666667,81.6,50,60,63.8666666666667,2007,France,7.87,5.9,7.78,7.78,9.58,8.84,7.25
188,France,2008,2568201.25,2568574.25,27.131742477417,1542.7960853699,3.0227518081665,126528.60041125,14244773,0.03510234132409,13744748.1160698,France,2008,64.70131313,70,,74,72,53.2156,13.1668,,33.1912,88.00619586,56.4,81.19239644,75.1995307666667,81,60,70,70.3333333333333,2008,France,7.82,5.88,7.65,7.65,9.54,8.81,7.24
189,France,2009,2519388,2487517.5,26.8328762054443,1531.45117267609,3.039546251297,124904.802778314,14461299,0.03522771596909,13951860.466284,France,2009,63.28478214,70,,73,71.5,50.893651,14.4532,,32.6734255,87.42660932,54.5,71.72724179,71.21795037,80.8,60,70,70.2666666666667,2009,France,7.76,5.58,7.64,7.64,9.66,8.8,7.12
190,France,2010,2613960.75,2591608.5,26.8761615753174,1539.80306190866,3.05643367767334,126487.438742744,14687638,0.03523236513138,14170157.7750665,France,2010,64.2,80,,69,74.5,51.9,17.9,,34.9,86.3,54.7,79.7,73.5666666666667,82.5,50,70,67.5,2010,France,7.81,5.56,7.67,7.67,9.67,8.73,7.42
191,France,2011,2680534.25,2665867.25,27.0983829498291,1546.33118899734,3.07526326179504,128862.986263317,14921119,0.03534794971347,14393688.0359193,France,2011,64.6,80,,69,74.5,52.3,16.4,,34.35,85.6,51.4,83.7,73.5666666666667,82.6,55,70,69.2,2011,France,7.75,5.45,7.69,7.69,9.63,8.65,7.36
192,France,2012,2716635.75,2701083,27.2086753845215,1540.88061901253,3.09420895576477,129725.702377947,15147027,0.03552176058292,14608977.9333629,France,2012,63.2,80,,68,74,53.8,5.3,,29.55,83.7,51.6,82.3,72.5333333333334,82.1,55,70,69.0333333333333,2012,France,7.71,5.26,7.7,7.7,9.66,8.59,7.35
193,France,2013,2706556,2675257,27.2159309387207,1526.24200073556,3.11327147483826,129319.372159837,15357736,0.03569108620286,14809601.7205432,France,2013,64.1,80,,70,75,53,5.6,,29.3,84,50.5,81.1,71.8666666666667,81.8,65,70,72.2666666666667,2013,France,7.7,5.29,7.68,7.68,9.75,8.48,7.3
194,France,2014,2701232.75,2680612.5,27.3122158050537,1518.11103387722,3.13245129585266,129880.753443923,15560292,0.03585417568684,15002390.5568935,France,2014,63.5,80,,69.9,74.95,48.4,5.6,,27,79.9,51.8,76.1,69.2666666666667,82.8,70,70,74.2666666666667,2014,France,7.84,5.29,7.71,7.71,9.74,9.04,7.41
195,France,2015,2772463.25,2730343.75,27.3850765228272,1519.48435617539,3.15174913406372,131148.048971923,15760554,0.0360875017941,15191794.979249,France,2015,62.5,80,,71,75.5,47.5,2.5,,25,80.2,43.5,77.5,67.0666666666667,83,70,70,74.3333333333333,2015,France,7.8,5.33,7.67,7.67,9.77,8.78,7.44
196,France,2016,2819433.25,2765765.25,27.5841102600098,1522.06935829071,3.17116594314575,133141.176978036,15971412,0.03640731796622,15389935.7249465,France,2016,62.3,80,,69,74.5,47.7,2.5,,25.1,78.4,43.5,79.1,67,83,70,70,74.3333333333333,2016,France,7.72,5.34,7.59,7.59,9.48,8.76,7.42
197,France,2017,2922007,2869816.5,27.8816413879395,1505.3678615042,3.19070243835449,133920.567551466,16207717,0.0368210747838,15610931.4402683,France,2017,63.3,85,72.7,69.7,75.8,47.6,2,57,35.5333333333333,78,44.1,81.6,67.9,82,70,70,74,2017,France,7.7,5.37,7.59,7.59,9.28,8.78,7.47
198,France,2018,2965537.75,2902140.75,28.1820640563965,1495.45792132034,3.21035933494568,135300.886096629,16456631,0.03731944411993,15842478.6789932,France,2018,63.9,84,72.7,65.1,73.9333333333333,47.3,2.7,60.8,36.9333333333333,80.2,45,81.6,68.9333333333333,81.9,75,70,75.6333333333333,2018,France,7.62,5.08,7.44,7.44,9.36,8.79,7.45
199,France,2019,3018884.75,2946958.25,28.532564163208,1504.91235283781,3.23013734817505,138698.894297962,16726649,0.0378649495542,16093295.2794041,France,2019,63.8,82.5,66.1,67.9,72.1666666666667,48.4,3.9,64.9,39.0666666666667,81.2,45.2,79.1,68.5,81,75,70,75.3333333333333,2019,France,7.64,5.08,7.45,7.45,9.38,8.84,7.43
200,Germany,2000,3030253,3035471.75,39.6031150817871,1465.93780490856,3.56631898880005,207045.158123076,15329394,0.03554601967335,14784495.0592955,Germany,2000,65.7,90,,79,84.5,38.6,28,,33.3,70,,88.1,79.05,78,70,50,66,2000,Germany,8.18,5.83,8.59,8.85,9.55,9.64,7.27
201,Germany,2001,3063525.5,3076616,39.4514389038086,1458.16503173687,3.57492637634277,205653.748137243,15626026,0.03577493131161,15067005.9931766,Germany,2001,69.5,90,,80,85,44.7,33.7,,39.2,70,,89.4,79.7,78,90,50,72.6666666666667,2001,Germany,8.08,6.04,8.52,8.78,9.56,9.56,6.72
202,Germany,2002,3037455.75,3065723,39.2335510253906,1448.92351131952,3.58355450630188,203712.224896035,15849997,0.0358418263495,15281904.159886,Germany,2002,70.4,90,,76,83,53.3,36.5,,44.9,70,,88,79,79.6,90,50,73.2,2002,Germany,8.11,6.06,8.48,8.73,9.59,9.59,6.85
203,Germany,2003,3049400.75,3140563.5,38.8254508972168,1443.40800774779,3.59220337867737,201310.550029917,16049977,0.03579567372799,15475457.2599663,Germany,2003,69.7,90,,74,82,55.7,30,,42.85,70,,86.6,78.3,81.4,90,50,73.8,2003,Germany,8.16,6.16,8.54,8.8,9.59,9.63,6.9
204,Germany,2004,3112337.5,3231047.25,38.9729156494141,1442.58421828159,3.60087323188782,202447.26159518,16240581,0.03577077016234,15659642.9097461,Germany,2004,69.5,90,,73,81.5,56.4,29.4,,42.9,70,,87.1,78.55,79.8,90,50,73.2666666666667,2004,Germany,8.11,6.41,8.53,8.78,9.54,9.17,6.92
205,Germany,2005,3139704,3391866.5,38.9236679077148,1432.42349469614,3.60956406593323,201251.88126205,16430068,0.03585810214281,15840916.9434427,Germany,2005,68.1,90,,77,83.5,58.4,28.6,,43.5,70,48.7,88.1,68.9333333333333,80.2,90,50,73.4,2005,Germany,8.07,6.46,8.61,8.88,9.53,8.65,7.1
206,Germany,2006,3276067.25,3470312,39.1863441467285,1453.1885339058,3.61827564239502,206043.234723388,16668043,0.03610529750586,16066238.3486446,Germany,2006,70.8,90,,82,86,60.8,31.7,,46.25,89.1,44.4,87.1,73.5333333333333,82.4,90,50,74.1333333333333,2006,Germany,8.01,6.52,8.5,8.76,9.47,8.77,6.78
207,Germany,2007,3436286.25,3665398.5,39.8144607543945,1454.08720699245,3.62700843811035,209980.931290957,16914972,0.03647494316101,16297999.3577299,Germany,2007,70.8,90,,82,86,61.4,33.7,,47.55,88.9,44.2,81.5,71.5333333333334,86.6,90,50,75.5333333333333,2007,Germany,7.96,6.38,8.45,8.71,9.5,8.7,6.79
208,Germany,2008,3500104.25,3750630.75,40.3453254699707,1447.32846858318,3.63576221466064,212302.838044955,17154732,0.0368593595922,16522419.5645042,Germany,2008,70.60863452,90,,80,85,58.427,34.0117,,46.21935,89.93119251,46.3,81.44987602,72.5603561766667,86,80,60,75.3333333333333,2008,Germany,7.91,6.38,8.36,8.61,9.51,8.55,6.75
209,Germany,2009,3354149.5,3498118,40.4292068481445,1405.05586387307,3.64453721046448,207029.008294623,17295962,0.0369608849287,16656687.9387868,Germany,2009,70.48216392,90,,78,84,58.4575,38.1652,,48.31135,90.26139629,43.4,80.7756832,71.4790264966667,85.8,80,60,75.2666666666667,2009,Germany,7.94,6.16,8.56,8.56,9.53,8.52,6.95
210,Germany,2010,3531823.75,3672402,40.6318817138672,1425.74546871955,3.65333318710327,211640.226455614,17477198,0.03691899776459,16831957.3661068,Germany,2010,71.1,90,,79,84.5,58.3,41.4,,49.85,89.6,39.9,79.9,69.8,87.5,85,60,77.5,2010,Germany,8.02,6.19,8.47,8.47,9.59,8.47,7.37
211,Germany,2011,3695614.5,3861188.25,41.2245788574219,1426.89678413249,3.65577626228333,215044.527687168,17712054,0.03704700991511,17055875.359845,Germany,2011,71.8,90,,80,85,58.5,42.7,,50.6,89.6,40.6,83.9,71.3666666666667,87.6,85,60,77.5333333333333,2011,Germany,8.08,6.22,8.45,8.45,9.56,8.41,7.77
212,Germany,2012,3725440.5,3830993.25,41.6779479980469,1407.98210333421,3.65822052955627,214670.983341517,17933932,0.03716009110212,17267505.4530607,Germany,2012,71,90,,79,84.5,61.3,32.2,,46.75,90.5,41.4,83.5,71.8,87.1,85,60,77.3666666666667,2012,Germany,8.05,6.13,8.45,8.45,9.49,8.32,7.85
213,Germany,2013,3710598.75,3839727.75,41.996150970459,1396.45808736718,3.66066670417786,214682.964102209,18135414,0.037178568542,17461165.2675634,Germany,2013,72.8,90,,80,85,61.8,37.3,,49.55,92.1,43.8,81.2,72.3666666666667,86.8,85,70,80.6,2013,Germany,8.09,6.31,8.38,8.38,9.59,8.24,7.92
214,Germany,2014,3812503.25,3973957.75,42.3312606811523,1400.41197537511,3.66311454772949,217153.842210173,18358108,0.03721535205841,17674904.5476537,Germany,2014,73.4,90,,80.1,85.05,61.2,38.2,,49.7,89.9,46.4,80.8,72.3666666666667,87.8,90,70,82.6,2014,Germany,8.16,6.29,8.4,8.4,9.61,8.6,7.91
215,Germany,2015,3915258.25,3931076.75,42.5355796813965,1400.79309865034,3.66556406021118,218407.306501264,18586276,0.03736035525799,17891886.125717,Germany,2015,73.8,90,,78,84,60.8,40.1,,50.45,88.2,51.2,81.5,73.6333333333333,88,90,70,82.6666666666667,2015,Germany,8.14,6.23,8.26,8.26,9.65,8.45,8.1
216,Germany,2016,4039048.75,4048522.75,42.927360534668,1394.75432367426,3.66801500320435,219615.508719684,18837422,0.03756704926491,18129755.6397021,Germany,2016,74.4,90,,79,84.5,61.5,41.3,,51.4,90,50.6,83.3,74.6333333333333,88,90,70,82.6666666666667,2016,Germany,8.13,6.21,8.23,8.23,9.48,8.6,8.13
217,Germany,2017,4237502.5,4236518.5,43.5932197570801,1391.33972156934,3.67046761512756,222624.792387752,19098608,0.03780793398619,18376529.0895079,Germany,2017,73.8,82.9,79.5,77.7,80.0333333333334,61.9,41.4,89.9,64.4,86.6,42.8,85.9,71.7666666666667,87,80,70,79,2017,Germany,8.04,6.07,8.2,8.2,9.26,8.65,8.03
218,Germany,2018,4275108.5,4263030.5,44.3060302734375,1389.93177865965,3.67292213439941,226187.211161322,19377568,0.03811003640294,18639088.1781195,Germany,2018,74.2,81,78,75.3,78.1,61.3,41.3,90.8,64.4666666666667,86.1,53.3,86.2,75.2,86.9,80,70,78.9666666666667,2018,Germany,8.03,6.05,8.11,8.11,9.39,8.61,7.97
219,Germany,2019,4308861.5,4275312,44.7951965332031,1386.1968343797,3.67537784576416,228222.438956776,19665420,0.03840978071094,18910075.5302116,Germany,2019,73.5,79.9,75.4,81.3,78.8666666666667,60.8,42.3,91.8,64.9666666666667,83.3,52.8,77.9,71.3333333333333,86,80,70,78.6666666666667,2019,Germany,8,6,8.11,8.11,9.4,8.63,7.86
220,Greece,2000,281180.59375,281011.96875,4.45240259170532,2107.63844286413,2.72921085357666,25611.0643891704,1950916,0.02744349651039,1897376.04356194,Greece,2000,61,70,,49,59.5,52.2,54.4,,53.3,70,,75.5,72.75,77.8,70,30,59.2666666666667,2000,Greece,7.26,5.95,6.01,6.19,9.32,8.74,6.27
221,Greece,2001,293539.40625,291715.15625,4.46632719039917,2101.13044603293,2.74976444244385,25804.7135633901,2002580.25,0.02834372408688,1945819.66793216,Greece,2001,63.4,70,,49,59.5,50.9,54.4,,52.65,70,,78.3,74.15,78,70,50,66,2001,Greece,7.16,5.92,5.93,6.11,9.44,8.52,5.97
222,Greece,2002,308082.53125,303662.78125,4.57846117019653,2093.2151483101,2.77047252655029,26551.389403133,2049998.875,0.02935009822249,1989831.20666275,Greece,2002,59.1,50,,49,49.5,50.1,54.4,,52.25,70,,78.7,74.35,79.6,50,50,59.8666666666667,2002,Greece,7.26,6.11,5.82,6,9.54,8.73,6.09
223,Greece,2003,319420.84375,305441.6875,4.64593029022217,2091.478708449,2.79133677482605,27123.0406089585,2109743.25,0.03040192276239,2045602.99866502,Greece,2003,58.8,50,,42,46,57.2,50.3,,53.75,70,,78.5,74.25,81.4,50,50,60.4666666666667,2003,Greece,7.27,5.91,5.93,6.11,9.61,8.84,6.04
224,Greece,2004,340496.40625,319653.59375,4.75302076339722,2082.55181805742,2.81235814094543,27837.8796608455,2169116,0.03117319941521,2101497.71437728,Greece,2004,59.1,50,,42,46,58.4,53.2,,55.8,70,,78.1,74.05,79.8,50,50,59.9333333333333,2004,Greece,7.33,6.17,5.9,6.08,9.64,8.69,6.27
225,Greece,2005,338297.6875,326492.3125,4.77879428863525,2136.23901680056,2.83353781700134,28926.5868040435,2211402.75,0.03149866312742,2141746.51973869,Greece,2005,59,50,,43,46.5,58,54.4,,56.2,70,56.1,78.1,68.0666666666667,80.2,50,50,60.0666666666667,2005,Greece,7.2,6.2,6.1,6.28,9.56,7.89,6.25
226,Greece,2006,369233.0625,351992.5,4.83397340774536,2125.33637405048,2.85487699508667,29330.4909841152,2272128.5,0.0320126786828,2199391.58040346,Greece,2006,60.1,50,,43,46.5,61,53.9,,57.45,73.2,58.6,78.7,70.1666666666667,82.4,50,50,60.8,2006,Greece,7.27,6.32,6.34,6.53,9.53,7.98,6.19
227,Greece,2007,379983.28125,352220.4375,4.85828065872192,2110.98857785184,2.87637662887573,29499.4714593399,2348542.75,0.03318658843637,2270602.62833054,Greece,2007,58.7,50,,43,46.5,62.4,53.4,,57.9,69.7,58,78.4,68.7,81.6,50,40,57.2,2007,Greece,7.35,6.54,6.44,6.44,9.61,7.96,6.19
